ID,Text,Class,Remarks
263,"বাঙালির মতো জ্ঞান-শক্তি ও প্রেম-শক্তি (ব্রেন সেন্টার ও হার্ট সেন্টার) এশিয়ায় কেন, বুঝি পৃথিবীতে কোনো জাতির নেই।",Happiness,
264,তারা তামসিকতায় আচ্ছন্ন হয়ে চেতনা-শক্তিকে হারিয়ে ফেলেছে,Disgust,
265,"অবিদ্যা কেবল অন্ধকার পথে ভ্রান্তির পথে নিয়ে যায়; দিব্যশক্তিকে নিস্তেজ, মৃতপ্রায় করে রাখে",Disgust,
266,"দান করো সম্পদ তোমার দারিদ্র্য জনে,
তবেই পাবে সুখ তুমি হ্রদয়ের কোণে",Happiness,
267,ধন সম্পদের চেয়েও বড় গরীবের ঐ সুন্দর মন,Happiness,
268,যেখানে নিঃশব্দ কান্নায় স্বরচিত হয় একান্ত শোক,Sadness,
269,তোমার পথের ঠিকানা খুঁজে আমি আজ অবশেষ,Sadness,
270,"স্ত্রীকে দেখে বোঝা গেল না দুষ্টুমিটা সে বুঝেছে কি না। বেশ সরলভাবে পাল্টা প্রশ্ন করল, “বাবুকে আনলে ঘুমাতে দিতাম কোথায়?”",Happiness,
271,প্রতিবারেই ওদের তারুণ্যের উজ্জ্বলতা সমানভাবে প্রকাশ পেত,Happiness,
272,“কেন? আমাদের বিশাল জাহাজে!” স্বামীর ঠোঁটের কোণায় দুষ্টু হাসি।,Happiness,
273,"আগের বারের মতই প্রাণোচ্ছল, আগের বারের মতই পাগল-পাগল ভাব, আর অবশ্যই আগের বারের মতই সুখী",Happiness,
274,"এবার যাত্রা অসীমের দিকে, নির্মল সৌন্দর্যের দিকে যেখানে তুলতুলে রাজহাঁসেরা জলকেলি করে, আর মাছেরা সাঁতার কেটে বেড়ায় পরম আনন্দে",Happiness,
275,"এই নির্মল সৌন্দর্যের মাঝেও স্বামী কিন্তু স্ত্রীর সৌন্দর্যকে ভুলল না; বারে বারে স্ত্রীর দিকে তাকিয়ে, চুম্বন করে কখনোই যেন সে ক্লান্ত হয় না",Happiness,
276,"হোটেলের মালকিন তো আমাদের পাশের রুমেই থাকেন, না?",Surprise,
277,"স্বামী বাচ্চাদের জন্য নৌকা বানিয়ে দিত, কখনো চীন কিংবা দক্ষিণের সমুদ্রের দ্বীপগুলোতে তার দুঃসাহসিক অভিযানের গল্প বলত, আর বাচ্চারা বড়বড় চোখ করে সেসব শুনতো",Happiness,
278,"কখনো জাপানের সূর্য, কখনো ভারতের মন্দির, অষ্ট্রেলিয়ার নৌকা-বর্শা আবার কখনোবা নিগ্রোদের উদ্দাম নৃত্য আর শুঁটকি মাছের গল্প হত",Happiness,
279,"দুনিয়ার কোথায় ভালো আখ হয়, কোথাকার আফিম বিশ্বখ্যাত ইত্যাদি হাজারো গল্পের ছড়াছড়িতে বাচ্চারা মুগ্ধ হয়ে থাকত",Happiness,
280,এত দায়িত্ব স্ত্রীর একার ওপর রেখে যেতে মোটেই মন মানছিল না,Fear,
281,"শুধু আমার ভেতরটা ভীষণ অশান্ত। ভাবতেও পারছি না, তোমাদের ছেড়ে এত দূরে রয়েছি",Sadness,
282,বাড়ি থেকে বেরুবার সময় আমার যে কী পরিমাণ কষ্ট হচ্ছিল সেটা তোমাকে বলে বোঝাতে পারব না,Sadness,
283,"যখন জাহাজ ছাড়ল (সন্ধ্যে ছ’টা, উত্তর-পূর্ব দিক থেকে শনশন বাতাস বইছিল) তখন মনে হল যেন আমার বুকের মধ্যে কেউ প্রচণ্ড জোরে পেরেক ঠুকছে, কানের মধ্যে কেমন ফাঁকা ফাঁকা লাগছিল",Sadness,
284,জাহাজের অন্যরা বলাবলি করছিল–নাবিকরা নাকি অশুভ কিছুর সংকেত আগে থেকেই পেয়ে যায়,Fear,
285,"যাহোক, নতুন চিঠি হাতে পেয়ে ক্যাপ্টেন আনন্দে আত্মহারা হলেন",Happiness,
286,–কেন? সকালবেলা উঠেই আমাকে হঠাৎ এ কথা বলবেন কেন?,Surprise,
287,"মানুষ ঘুমের মধ্যে হাঁটলে যেমন বুঝতে পারে না কতটা বিপদ-সংকুল পথ সে পাড়ি দিচ্ছে, আমাদের অবস্থাও ঠিক তেমন",Fear,
288,"“তা-তো আমি বলতে পারবো না! হতে পারে ঘরে ইঁদুর ঢুকল, কি জানালায় খসখস শব্দ হল; কিংবা আরও কত ধরনের শব্দেই তো একজন বয়স্ক মহিলার ঘুমে ব্যাঘাত ঘটতে পারে, তাই না?”",Disgust,
289,শত শতাব্দী জুড়ে স্ত্রী-জাতির হৃদয়ে চেপে রাখা অব্যক্ত বেদনার কথাই বলা হয়েছে বইটাতে,Anger,
290,“উফ! তুমি যদি এসব বন্ধ না-কর তাহলে কিন্তু এবার ধাক্কা দিয়ে সমুদ্রে ফেলে দেব!,Anger,
291,"তবে যা-ই হোক না কেন, সেটাকে অবশ্যই ধর্মচিন্তা বলা যাবে না, কারণ, আদতে এইসব চিন্তা-ভাবনা ধর্ম নিয়ে প্রতারণার সামিল",Disgust,
292,"সবকিছু ভুলে চল আমরা বন্ধু হয়ে যাই, আর জীবনের পাঠশালায় যা কিছু নিজেরা শিখেছি তা আমাদের সন্তানদেরও শেখানোর চেষ্টা করি",Happiness,
293,ওই ওটিলিয়া আর ওর ক্যাথলিক কলেজের গুষ্টিসুদ্ধ নরকে যাক,Anger,
294,"আমি তন্নতন্ন করে খুঁজে একটা বয়া পেয়েছি, কিন্তু একবার এটা হারিয়ে ফেললে দ্বিতীয়বার হয়ত আর খুঁজে পাওয়া সম্ভব হবে না",Sadness,s/f
295,"যাহোক, প্রার্থনা করি তুমি সুখে থাকো, শান্তিতে থাকো, তোমার স্বাভাবিক বোধ আবার ফিরে আসুক",Happiness,
296,তোমাকে হয়ত শেষ পর্যন্তও বোঝাতে পারলাম না আমার মন কতটা খারাপ হয়েছে,Sadness,
297,বসে বসে মনজুড়িয়ে বইটাকে গালিগালাজ করতে পারলে হয়ত খানিকটা শান্তি পেতাম,Anger,
298,বাতাসে বারুদের গন্ধ পাচ্ছ? আমি কিন্তু পাচ্ছি,Fear,
299,"এই শালা আবার নৈতিকতার কথা বলে! নৈতিকতা,অ্যাঁ?",Anger,
300,ওফ! তোমার হয়েছেটা কী?,Disgust,
301,স্ত্রী এগিয়ে এসে অভ্যর্থনা জানালেও তাকে দেখে খুব একটা আন্তরিক বলে মনে হল না,Disgust,
302,"হারামজাদী জাহাজের মাস্তুলের মত ঢ্যাং-ঢ্যাংয়ে লম্বা, তার-ওপর আবার ছেলেদের মত ছোট করে চুল কাটিয়েছে। পেছন থেকে দেখতে ঠিক একটা ময়লা ন্যাকড়ার মত লাগছে!",Anger,
303,উহ! কি বিশাল পরিবর্তন!,Surprise,
304,"পাইন বনে বাতাস লেগে খসখস আওয়াজ হচ্ছিল, আর বড় বড় শাখা-প্রশাখার ফাঁকে ফাঁকে দূরের নীল সমুদ্রের আলো ঠিকরে বেরুচ্ছিল।",Happiness,
305,"দড়ি-কাছি বেঁধে, কাটা-কম্পাস ম্যাপ দিয়ে হিসেব করে ভালোবাসা পেতে গেলে ব্যর্থতা অনিবার্য",Disgust,
306,"তার চেয়ে তুমি বরং আস্ত একটা সংসার দেখাশোনা করছ, বাচ্চাদের বড় করে তুলছ, এগুলো কি বেশি গর্বের আর বেশি সম্মানজনক নয়?",Happiness,
307,ওহহহ! তুমি কি সত্যিই চাও তোমার কাজের জন্য আমি তোমাকে মাইনে দিই?,Surprise,
308,আজকাল তো পুরুষ হয়ে জন্ম নেয়াটা রীতিমত অপরাধ!,Disgust,
309,তুমি সব সময়ই আমি যা পছন্দ করি তা থেকে আমাকে দূরে সরিয়ে রাখতে চাও,Disgust,
310,হায় ঈশ্বর! আমার মেয়েরা তো ধ্বংস হয়ে যাবে!,Fear,
311,"কিন্তু আমি জানি, ওকে ছাড়া সেই কবরে শুয়েও আমি সুখ পেতাম না!",Sadness,
312,"শেষের কথাগুলো তিনি আর শেষ করতে পারছিলেন না, বুক ফেটে দীর্ঘশ্বাস বের হয়ে আসছিল",Sadness,
313,আমার বন্ধুটি স্ত্রীর বান্ধবীর পক্ষে কোন কথা বলেনি; বললে ঘাড় ধরে ওকে জানালা দিয়ে ফেলে দিতাম!,Anger,
314,জীবনযাত্রায় পরিবর্তন না আনলে কিন্তু তোমার স্বাস্থ্য ভেঙে পড়বে,Sadness,d/s
315,ওটিলিয়ার সঙ্গে আমার বন্ধুত্ব হচ্ছে দেখে গুরলীকেও ভীষণ খুশি মনে হল,Happiness,
316,আমরা হয়ত অনেক দিনের পুরনো বন্ধু কিন্তু মাঝে কিছুদিন ভুল বোঝাবুঝির কারণে নিজেদের মধ্যে যোগাযোগ ছিল না,Sadness,
317,অর্ধেক রাত পর্যন্ত কোন মহিলার সাথে বাইরে কাটানোটা কোন ভাল কাজ বলে আমার মনে হয় না,Disgust,
318,"যাহোক, ওভারকোট পরতে গিয়ে তো আমি রীতিমত চমকে উঠলাম",Surprise,
319,"তাই তার ভয় হচ্ছে, আজকে রাতে বাইরে বের হলে হয়ত আরও খারাপ কিছু হতে পারে",Fear,
320,রাগে কাঁপতে কাঁপতে কান্নাই করে দিল বেচারি। কাঁদতে কাঁদতে নানা দুঃখ করতে লাগল।,Sadness,
321,"সে ঘরে কেউ রূপকথার অলৌকিকতার অপেক্ষায় বসে থাকে না, সে-ঘরে সবাই ভালোবাসা দিয়েই সব শিখিয়ে দেয়",Happiness,
322,"ও ঠিক আগের মতই আছে। সেই হাসি, সেই সৌন্দর্য, সেই উফুল্লতা, সবই সেই আগের মত: ঠিক যেমন আগেরবার দেখেছিলাম",Happiness,
323,হঠাৎ করেই স্বামী যেন সবকিছু ভুলে আলতো করে স্ত্রীর হাতটা ধরে। তার চুম্বনে সেই প্রথম স্পর্শের মত লজ্জায় লাল হয়ে যায় স্ত্রী! কাঁচের গেলাসে মদের ফোয়ারা ছোটে।,Happiness,
324,মনে হচ্ছিল যেন কোন কল্পনার মৎস্যকুমারী এসে জানালার কোল ঘেঁষে দাঁড়িয়ে আছে,Happiness,
325,যুতসই একটা বিয়ে করতে পারলে টাকা-পয়সার জন্য আর ফিরে তাকাতে হবে না,Happiness,
326,গ্রীষ্মের ছুটিতে সে এসব অভিজাত বন্ধুদের গ্রামের বাড়িতে বেড়াতে যাওয়ার নিমন্ত্রণ পেত,Happiness,
327,"সবার সঙ্গে খুব সুন্দর করে মিশতে পারত, গানের গলাও ছিল চমৎকার",Happiness,
328,যাবতীয় জাঁকজমক থেকে হুট করে কোথায় যেন হাওয়া হয়ে গেল ছেলেটা,Surprise,
329,ওর মত উচ্চাভিলাষী ছেলে কীভাবে এ-কাজ করল তার কোন আগাপাছতলা খুঁজে পেল না,Surprise,
330,"স্টিমারে ফেরার সময় ছোটখাটো একটা মেয়েকে দেখে সবকিছু এলোমেলো হয়ে গেল, এতদিনের পরিকল্পনা সব ভেস্তে গেল",Happiness,
331,"একবার ওর চোখের দিকে তাকিয়ে দেখিস, ওর চোখের তারায় এক দুর্বোধ্য অভিব্যক্তি চোখে পড়বে তোদের",Happiness,
332,সন্ধ্যাগুলো তাই কুমোরের পরিবারের সাথেই কাটে–ভালোবাসাকে হারাতে দেবে না সে,Happiness,
333,"ফলে তার উচ্ছ্বাস আরও বেড়ে যায়–মেয়েটাকে ভালোবাসার কবিতা লিখে উপহার দেয়, পড়ে শোনায়",Happiness,
334,"ভাবেই ধীরে ধীরে ছেলেটি তার ভালোবাসার মন্দিরে নিজের গর্ব, অহংকার, বোধ, উচ্চাভিলাষ সবকিছু উৎসর্গ করল, এমনকি নিজের গবেষণা-প্রবন্ধটিও",Happiness,
335,"মদ্যপ অবস্থায় নারীজাতি সম্পর্কে নানা অশালীন মন্তব্য, আর চটুল রসিকতা করে এক বক্তৃতা দিল",Disgust,
336,ছেলেটি খুশিতে আত্মহারা–কী ছেড়ে কী করবে তা-ই ভেবে পায় না,Happiness,
337,"ছেলেটি মেয়েটিকে গান গেয়ে শোনায়, মেয়েটির প্রিয় ‘বুনো গোলাপ ফুলের গান",Happiness,
338,"সহকর্মীদের ছেড়ে, রাস্তা পার হয়ে এসে স্বামী তার হাত ধরছে, এই চিন্তাটা ভীষণ আনন্দ দেয়",Happiness,
339,আচ্ছা! বিয়ের মানে তাহলে এই?,Surprise,
340,চারদিকের সুনসান নীরবতা এখন গায়ে কাঁটা হয়ে ফুটছে,Sadness,
341,"বিছানার ওপর সবুজ চাদরটাকে মনে হচ্ছে যেন সবুজে ছাওয়া কোন নির্মল মাঠ, আর তার ওপর রাখা বালিশ দুটো যেন ঘাসের ওপর শুয়ে থাকা ছোট্ট দুটো আদুরে বেড়ালছানা!",Happiness,
342,"চিরুনি, পাউডার বক্স আর টুথব্রাশের গোড়ায় লাগানো রূপার প্রলেপ যেন আজ সোনার মত ঝকঝক করছে!",Happiness,
343,তাহলে কি মৃত্যু পর্যন্ত এই বৃত্তাকার পথেই জীবন চলতে থাকবে?,Disgust,
344,"এসব চিন্তা করতে করতে স্ত্রীর চোখ ছলছল করে উঠল, ঝুরঝুরিয়ে কাঁদতে শুরু করে দিল",Sadness,
345,কিন্তু তাকে এত রাত পর্যন্ত জেগে থাকতে দেখে স্বামী বেশ রেগে গেল,Anger,
346,করবো না কেন? তুমিতো আমাকে আর আগের মত ভালোবাসো না,Sadness,
347,আমাকে অফিসের কাজে বাইরে যেতে হয়েছিল বলেই কি তোমার মনে হল তোমাকে আর আগের মত ভালোবাসি না?,Disgust,
348,হায় ঈশ্বর! তাহলে কি আমি বাইরেই যাবো না?,Disgust,
349,রাতে বাইরে খাওয়াটা অফিসের কাজ হতে পারে না,Disgust,
350,"নিজের আচরণ, হৃদয়ের কঠিনতা, নানারকম শয়তানি, আর সর্বোপরি ভালোবাসার মোহময়তার কথা চিন্তা করে অশ্রু বিসর্জন করল সে",Sadness,
351,দুর্যোগের ঘনঘটা কাটিয়ে তারা একে অপরের বাহুলগ্ন হয়ে ঘুমিয়ে পড়ল,Happiness,
352,ভীষণ রেগে গিয়ে স্ত্রীর হাত থেকে উলে বোনা-কাপড় টেনে নিয়ে সবকিছুসমেত উলের বলটাকে লাথি দিয়ে বাইরে ফেলে দিল,Anger,
353,স্বামীর স্বীকারোক্তির পর আবারও চোখের জল আর চুম্বন পরবর্তী শান্তি স্থাপিত হল।,Happiness,
354,"ঘরে বেশি থাকলে নিজের দাম থাকে না, সবাই তখন সস্তা মনে করে এক সময় অবজ্ঞা করতে শুরু করে",Sadness,
355,স্ত্রীর প্রতি ভালোবাসার কথাগুলো এমনভাবে বলত যেন সেটা বহু আগেই ক্ষয়ে গিয়েছে,Sadness,
356,"যখনই এমন কথা বলত তখনই সে হৃদয়ে একরকম যন্ত্রণা অনুভব করত। একটা অস্বস্তিকর, নির্মম, অনুশোচনাহীন-যন্ত্রণা; যে যন্ত্রণার কোন নাম নেই।",Sadness,
357,"ঐ একই গান কাউকে যখন বছরে তিনশ পয়ষট্টি দিন শুনতে হয়, তখন তা পুরনো হতে বাধ্য",Disgust,
358,স্বামী যখন দেখল তার ছোট্ট বানরছানাটি(!) স্ত্রীর বুকের দুধ পান করছে তখন একরকম শ্রদ্ধার দৃষ্টিতে তাকিয়ে স্ত্রীর মধ্যে মাতৃত্ব আবিষ্কার করল সে,Happiness,
359,"যখন দেখল, স্ত্রীর বড় বড় চোখ দুটি পরম মমতায় সন্তানের দিকে তাকিয়ে আছে তখন মনে হল, স্ত্রী যেন সন্তানের মুখে চেয়ে ভবিষ্যত দেখতে পাচ্ছে",Happiness,
360,"স্বামীর সমস্ত পুরনোভালাবাসা, প্রিয় পুরনো ভালবাসা, নতুন স্ফুলিঙ্গের মধ্য দিয়ে জ্বলে উঠল যেন",Happiness,
361,স্ত্রী যখন এটা-সেটা নিয়ে ঘরের মধ্যে ছুটোছুটি করে তখন ওকে কী চমৎকার দেখায়!,Happiness,
362,পুরনো গানটা যেন ভীষণ জীবন্ত হয়ে উড়ে বেড়ায় ঘরময়,Happiness,
363,ব্যাপারটা তার মধ্যে বেশ ক্ষোভের জন্ম দিয়েছে,Disgust,
364,"শীঘ্রই ভাগ্য তাদের সাক্ষাৎ ঘটালো, এবং পরিচয় থেকে পরিণয়ে গড়াতে খুব বেশি সময় লাগলো না",Happiness,
365,উহ! জগতে এমন জঘন্য রীতি বোধহয় আর দ্বিতীয়টি নেই!,Surprise,
366,"এই একসাথে থাকার রীতি থেকেই দুনিয়ার যত পাপাচার, যত দুষ্কর্মের শুরু!",Disgust,
367,আহাম্মক! ছেলেপুলে কখনো হবেই না!,Disgust,
368,কাজ করতে-করতে ক্লান্ত হয়ে পড়লে নিজেদের মধ্যে খানিক গল্পগুজব করে নেয়,Happiness,
369,"নিন্দুকেরা যা-ই বলুক, ওদের মধ্যে স্বামী-স্ত্রীসুলভ ভালোবাসাও কিন্তু আছে–রাত্রিবেলায় ওরা একে-অন্যকে ‘শুভরাত্রি জানিয়ে যে-যার রুমে চলে যায়!",Happiness,
370,"তবে, স্ত্রীর বাবা-মা কিন্তু এসব নিয়ে বেশ নাখোশ",Disgust,
371,"সে আর তার স্বামী সুখে আছে, এই প্রথম জগৎ কোন সুখী দম্পতি দেখল–এ নিয়ে জগতের তো হিংসা হবেই।",Disgust,
372,"আজ হয়ত স্বামী বেশি রোজগার করল, তো কাল স্ত্রী বেশি করে; কিন্তু শেষ পর্যন্ত সংসার খরচে তাদের অবদান ঐ সমান-সমান।",Happiness,
373,"অনাবিল আনন্দের এই দিনটি প্রতি বছর বয়ে আনুক আরও বেশি প্রশান্তি। আশা করি, আমার ফুলকুঁড়ি তার আনাড়ি আঁকিয়েকে চমৎকার একটা ব্রেকফাস্টে সঙ্গ দিয়ে ধন্য করবে–এখনই।",Happiness,
374,"উফ! এত দিনের সমস্ত চিন্তা-চেতনা, ধ্যানধারণা এভাবে ধ্বংস হয়ে যাবে?",Surprise,
375,"বিয়ে হচ্ছে ঈশ্বরের আশীর্বাদ, সন্তান প্রতিপালনে সেটা পূর্ণতা পায়।",Happiness,
376,সন্ধ্যাবেলার দীর্ঘ সময়টাকে সে এখন রীতিমত ঘৃণা করে,Disgust,
377,ওফ! কাজ শেষ না-হওয়া পর্যন্ত বিরক্ত কর না।,Disgust,
378,জানোতো পুরুষ মানুষের পেটে মদ পড়লে অন্য কিছু আর খেয়াল থাকে না।,Disgust,
379,তাদের দুজনের মধ্যে অন্য কিছু আসতে পারে এই ভেবে সে রীতিমত আতঙ্কিত হচ্ছে,Fear,
380,"ঊহ্! কী লজ্জা! কী অপমান, অবিশ্বাস! কী ঈর্ষা!",Disgust,
381,"সব পুরুষই একরকম! বিয়ের আগে পর্যন্ত তারা সভ্য থাকে, কিন্তু বিয়ের পর… উহ্!",Disgust,
382,"গতকাল সারাটা সন্ধ্যা আর রাত এত একঘেয়ে লেগেছে যে, তার মনে হয়েছে, জীবনে এত খারাপ সময় বোধহয় কখনো আসেনি",Sadness,
383,মানে কী? তুমি নিশ্চয়ই ভেবেচিন্তে কথা বলছ না।,Anger,
384,পরদিন সকালে স্ত্রী হঠাৎ অসুস্থ হয়ে পড়ল,Sadness,
385,অফিসে সহকর্মীদের আচরণ আজকাল কেমন অন্যরকম হয়ে গেছে,Disgust,
386,উফ! মানুষগুলোর মনে কত রকম আজেবাজে চিন্তা যে থাকে! আর ভালো লাগে না।,Disgust,
387,কী একটা জীবন! কষ্টই বোধ হয় মেয়েমানুষের ভাগ্যের লিখন।,Disgust,
388,বাচ্চাকে খাওয়ানোর মত যথেষ্ট বুকের দুধ তার নেই,Sadness,
389,চাকরি হারানোর ভয়ে এ-কথা সে এতদিন গোপন রেখেছে,Fear,
390,"সবকিছু ছেড়েছুঁড়ে তোমার দাসী হয়ে যাই সেটাইতো সবচেয়ে ভালো, তাই না?",Anger,
391,মানে কী? তুমি কি আমাকে চাকরি ছাড়ার ইঙ্গিত করছ?,Anger,
392,"যত যাই বলা হোক না কেন, প্রকৃতির অলঙ্ঘনীয় আইন থেকে কারোরই মুক্তি পাওয়া সম্ভব নয়।",Fear,
393,"তবুও, কোন রকম ফিরিস্তি না-দিয়ে টাকা চাইতে তার অস্বস্তি লাগে।",Disgust,
394,মনে মনে ভাবে স্ত্রীর মধ্যে চমৎকার একজন বন্ধু খুঁজে পাওয়া গেছে,Happiness,
395,কিন্তু কেউ যদি সত্যিই দেখে ফেলত তাহলে কিন্তু সম্মানহানি ঘটত,Fear,
396,"বাড়ির বাইরে গেলে, সামান্যতম মজা করলেও তাকে কথা শুনতে হবে?",Surprise,
397,তারা একে-অন্যকে ভালোবেসে দিনাতিপাত করতে লাগলো,Happiness,
398,"প্রতিদিন ঘণ্টার পর ঘণ্টা তারা নানা বিষয়ে কথাবার্তা বলে, নিজেদের মধ্যে বোঝাপড়াটাও ভাল",Happiness,
399,আলাপ-আলোচনার মাধ্যমে স্বামী-স্ত্রীর মধ্যেকার বেশ কিছুদিনের জমে থাকা ভুল বোঝাবুঝি আপাত ঠিকঠাক হল,Happiness,
400,"এর বাইরেও পোশাক আশাকের খরচা বাবদ তাকে আরও পাঁচশ ডলার দেয়া হয়, যেটা দিয়ে সে যা খুশি তাই করতে পারে।",Happiness,
401,এই নার্সই মায়ের মত করে বাচ্চাটির যত্নআত্তি করে,Happiness,
402,তার বরং দিন-দিন আরও বেশি একঘেয়ে লাগে,Disgust,
403,"স্বামী মোটামুটি দুঃসাহসিক পর্যায়ের(!) একটা কাজ করলেন, স্ত্রীকে বলে বসলেন–“তোমাকে অস্বাভাবিক দেখাচ্ছে।”",Surprise,
404,আমার পুরো জীবনটাই যে অপচয় হল!,Disgust,
405,কিন্তু ইস! আমি যদি স্বাধীন হতাম!,Disgust,
406,ক্লান্ত-শ্রান্ত আমি যেন দিন-দিন মৃত্যুর দিকে এগুচ্ছি,Sadness,
407,পরদিন সকালবেলা ব্ল্যাকউড সাহেব স্ত্রীর রুমে গেলেন। বেশ অবাক হলেন তিনি স্ত্রীকে আজ অন্যদিনের চেয়ে একটু উজ্জ্বল দেখাচ্ছে যেন!,Happiness,
408,আজ তোমাকে অন্যদিনের চেয়ে বেশি সুন্দর দেখাচ্ছে,Happiness,
409,"তা কতটুকু হলে তোমার কাছে বেশি কাজ মনে হবে, শুনি?",Disgust,
410,"সন্ধ্যায় যখন বাড়ি ফিরলেন, ততক্ষণে তাঁর বেশ গোছালো চিন্তাভাবনা হয়ে গেছে",Happiness,
411,"নয়তো কী? তুমি আমাকে খেতে দিচ্ছ আধাসিদ্ধ খাবার; অথচ, বলে বেড়াচ্ছ–তুমি আমার চাকরানি, আমার জন্য কাজ করতে করতে তুমি মরে যাচ্ছ!",Disgust,
412,ব্ল্যাকউডপত্নী এবারে বিলের কাগজগুলো খপ করে নিজের হাতে নিয়ে দুমড়ে-মুচড়ে ছুঁড়ে ফেলে দিলেন,Anger,
413,"সবার সাথেই সে চমৎকারভাবে মিশতে পারে। সব মিলিয়ে, তার মধ্যে অমিত সম্ভাবনা দেখা যাচ্ছে।",Happiness,
414,"তাদের বিয়েটা তো দুটো আদর্শের মিলন, দুটো আত্মার মিলন",Happiness,
415,সন্ধ্যাবেলার দীর্ঘ সময়টাকে সে এখন রীতিমত ঘৃণা করে।,Disgust,
416,কীভাবে যেন প্রতিবার সে কুলিদের হাঁটাচলার পথের ওপরেই বসে পরে!,Disgust,
417,‘স্বামী’ শব্দটা ওরা এমনভাবে উচ্চারণ করে যে শুনলেই গা জ্বালা করে,Disgust,
418,"খুব অল্প বয়সে বাবাকে হারানোর পর মা, দুই বোন, আর খালাদের কাছেই ও মানুষ হয়েছিল",Sadness,
419,চারপাশে এমন কোন প্রতিবেশী ছিল না যার সঙ্গে বসে প্রাণ খুলে একটু আলাপ করা যায়,Sadness,
420,"খেলা করায় সবসময়ই ওকে বোনদের কর্তৃত্ব মেনে চলতে হত, নিজের মতামত প্রকাশ করার কোন সুযোগ ছিল না",Sadness,
421,বোনেরা যেভাবে যা করতে বলত তার বাইরে যাবার কোনও উপায় ছিল না,Disgust,
422,ছোটবেলায় ওকে দেখে বেশ শক্ত-পোক্ত একটা ছেলে বলেই মনে হত,Happiness,
423,তারপর লেকের পানিতে দলবেঁধে ঝাপাঝাপি। এটাই ছিল ফ্রিদিওফের জীবনের প্রথম সত্যিকার আনন্দের দিন,Happiness,
424,"ফ্রিদিওফ কিছুতেই বুঝতে পারছিল না, এটা অপরাধ হয় কী করে!",Surprise,
425,"চুপচাপ দাঁড়িয়ে থাকবি, কোনরকম বজ্জাতি করবি না",Anger,
426,"মনে হল, অগাস্থার গা বেয়ে যেন কোন ঘৃণ্য-নোংরা কিছু বেড়িয়ে আসছে",Disgust,
427,অগাস্থা পাগলের মত হিংস্রতায় খপ করে ধরে ফেলল,Anger,
428,কিন্তু হঠাৎ করে কী যেন হল–সমস্ত শরীর কেমন নিথর-নিস্তেজ হয়ে এল,Sadness,
429,তার স্পষ্ট ঘোষণা–“এ ব্যাপারে দ্বিতীয় কোন কথা শুনতে চাই না।”,Anger,
430,"মনে হলো, যেন দম বন্ধ হয়ে আসছে, বুকের ভেতর কে যেন গুমগুম হাতুড়ি পেটাচ্ছে।",Disgust,
431,কিন্তু কোন শব্দ করল না; শুধু ভীতু শালিকছানার মত খালার দিকে চেয়ে রইল।,Fear,
432,"‘ডাইনি মাগী!’ পাড়ার ছেলেদের থেকে নতুন শেখা গালিটা ভীষণ ঘৃণাভরে অগাস্থার মুখের ওপর ছুঁড়ে দিয়ে, জামা-কাপড় তুলে, দ্রুত পালিয়ে গেল।",Anger,
433,বড় বোনের বিরুদ্ধে ছেলেকে সান্ত্বনা দেবার মত সাহস মায়ের ছিল না,Fear,
434,"বাড়ির কাজের লোকেরা ওকে খুব সুন্দর করে বুঝিয়ে-শুনিয়ে শেষমেষ কতগুলো খুচরো টাকা হাতে গুঁজে দিল, এতে বেশ কাজ হল",Happiness,
435,"ঘাসের মাঠে কাঠের বল ছুঁড়ে মারার খেলা নিয়ে প্যানপেনে ঝগড়াও ভীষণ বিশ্রী লাগত–“ধুর! এগুলোয় না লাগে কোন শক্তি, না কোন বুদ্ধি।”",Disgust,
436,"এভাবে, দিনে দিনে চারপাশের সবকিছু মিলে কেমন একটা গুমোট পরিবেশ সৃষ্টি হতে লাগলো।",Disgust,
437,"ভদ্রলোকের সনাতন চিন্তা-ভাবনা কোন যুবককে আলোড়িত করার মত নাহলেও সেগুলো ফ্রিদিওফের মধ্যে বেশ পরিবর্তন আনলো, ওর চিন্তা জগতে কতগুলো নতুন দিক যোগ করলো, আর সর্বোপরি, ওকে কাজেকর্মে বেশ আগ্রহী করে তুললো",Happiness,
438,"যাহোক, আনন্দের ব্যাপার হল, এখন আর খালার হাতে মার খাওয়ার ভয় নেই।",Happiness,
439,"মেয়েটা বেশ অস্বস্তিতে পড়ে গেল, কোনমতে বলল–“কী করছেন!”",Disgust,
440,নতুন মালীর বিয়ের বয়স অনুযায়ী তার পক্ষে কোন সুন্দরী তরুণীর বাবা হওয়াটা মোটেই অস্বাভাবিক কিছু নয়,Happiness,
441,বাগানের সমস্ত গোলাপের মাঝে হঠাৎ করেই একদিন এক ফুটন্ত গোলাপের দেখা পেল ফ্রিদিওফ,Happiness,
442,সঙ্গে সঙ্গে তার সমস্ত প্রেমাবেগ পাখনা মেলে দিলো,Happiness,
443,"আপনার মত একজন ধনী ভদ্রলোক আমার মত গরীব ঘরের একটা মেয়েকে বিয়ে করবে, এই পুরো চিন্তাটাই অবাস্তব।",Surprise,
444,পরবর্তী দু’সপ্তাহ ফ্রিদিওফ কোনভাবেই নিজেকে সান্ত্বনা দিতে পারল না,Sadness,
445,"এসব নিয়ে আপনাকে চিন্তা করতে হবে না, মা! আমি একজনকে পছন্দ করে রেখেছি",Happiness,
